agency,mountain,sigungu,eupmyeon,ri,jibun,areaHa,note
부여국유림관리소,새재고개,부여군,은산면,나령리,산25-1,101.94499999999999,산불취약지
부여국유림관리소,망월산,부여군,초촌면,응평리,산13,83.954599999999999,산불취약지
부여국유림관리소,망월산,부여군,초촌면,세탑리,산77-2,8.3504000000000005,산불취약지
부여국유림관리소,청마산,부여군,부여읍,용정리,산35-1,13.408300000000001,산불취약지
부여국유림관리소,청마산,부여군,부여읍,용정리,산35-3,7.4728000000000003,산불취약지
부여국유림관리소,청마산,부여군,부여읍,용정리,산35-12,94.693700000000007,산불취약지
부여국유림관리소,청마산,부여군,부여읍,송곡리,산83-1,45.8733,산불취약지 산림유전자원보호구역(산림습지)
부여국유림관리소,파진산,부여군,부여읍,현북리,산92-1,60.069400000000002,산불취약지
부여국유림관리소,파진산,부여군,석성면,현내리,산134,6.6148999999999996,산불취약지
부여국유림관리소,파진산,부여군,석성면,현내리,산135,1.0909,산불취약지
부여국유림관리소,파진산,부여군,석성면,현내리,산136,1.3948,산불취약지
부여국유림관리소,파진산,부여군,석성면,현내리,산139,3.4815999999999998,산불취약지
부여국유림관리소,파진산,부여군,석성면,현내리,산129-1,3.0455999999999999,산불취약지
부여국유림관리소,아미산,부여군,외산면,가덕리,산18,41.191499999999998,산불취약지
부여국유림관리소,아미산,부여군,외산면,반교리,산25-1,6.6115000000000004,산불취약지
부여국유림관리소,아미산,부여군,외산면,반교리,산25-38,11.239699999999999,산불취약지
부여국유림관리소,아미산,부여군,외산면,반교리,산25-41,6.6116000000000001,산불취약지
부여국유림관리소,망진산,부여군,은산면,내지리,산33-1,67.927800000000005,산불취약지
부여국유림관리소,망진산,부여군,은산면,내지리,산32,5.2561999999999998,산불취약지
부여국유림관리소,망진산,부여군,은산면,내지리,산35-1,1.8446,산불취약지
부여국유림관리소,망진산,부여군,은산면,합수리,산43-6,12.436400000000001,산불취약지
부여국유림관리소,망진산,부여군,은산면,합수리,산44-1,2.6082999999999998,산불취약지
부여국유림관리소,망진산,부여군,은산면,합수리,산61,8.8699999999999992,산불취약지
부여국유림관리소,망진산,부여군,구룡면,현암리,산31,5.157,산불취약지
부여국유림관리소,망진산,부여군,구룡면,현암리,산32-1,4.9587000000000003,산불취약지
부여국유림관리소,월하산,부여군,외산면,복덕리,산14,66.158699999999996,산불취약지
부여국유림관리소,월하산,부여군,외산면,장항리,산51,19.8202,산불취약지
부여국유림관리소,월하산,부여군,외산면,장항리,산51-1,26.444299999999998,산불취약지
부여국유림관리소,월하산,부여군,외산면,장항리,산48-1,4.2347000000000001,산불취약지
부여국유림관리소,월하산,부여군,내산면,온해리,산19-19,5.0331000000000001,산불취약지
부여국유림관리소,월하산,부여군,내산면,온해리,산20-1,8.4298000000000002,산불취약지
부여국유림관리소,장항골,부여군,외산면,장항리,산18-1,58.887,산불취약지
부여국유림관리소,장항골,부여군,외산면,장항리,산22,5.2958999999999996,산불취약지
부여국유림관리소,축융봉,부여군,은산면,각대리,산54,32.6678,산불취약지
부여국유림관리소,축융봉,부여군,은산면,각대리,산49-1,27.867799999999999,산불취약지
부여국유림관리소,축융봉,부여군,은산면,각대리,산58-1,5.5834999999999999,산불취약지
부여국유림관리소,축융봉,부여군,은산면,합수리,산70,12.7339,산불취약지
부여국유림관리소,산악산,부여군,양화면,시음리,산29-1,58.9602,산불취약지
부여국유림관리소,동말골,아산시,배방면,수철리,산117,24.1785,산불취약지
부여국유림관리소,동말골,아산시,배방면,수철리,산120,15.114000000000001,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산1-1,75.098600000000005,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산1-2,15.3719,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산1-4,4.6863000000000001,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산10-1,16.7652,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산8,4.3338999999999999,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,산5-3,0.91239999999999999,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,1-1,44.260399999999997,산불취약지
부여국유림관리소,동말골,아산시,송악면,강당리,367-1,9.4551999999999996,산불취약지
부여국유림관리소,망경산,아산시,배방면,수철리,산81-1,43.061199999999999,산불취약지
부여국유림관리소,망경산,아산시,배방면,수철리,산81-9,93.147099999999995,산불취약지
부여국유림관리소,망경산,아산시,배방면,수철리,산81-10,35.672699999999999,산불취약지
부여국유림관리소,망경산,천안시 동남구,광덕면,보산원리,산180-1,9.1641999999999992,산불취약지
부여국유림관리소,망경산,천안시 동남구,광덕면,보산원리,산180,13.090299999999999,산불취약지
부여국유림관리소,망경산,천안시 동남구,광덕면,보산원리,산181-3,5.3724999999999996,산불취약지
부여국유림관리소,성거산,천안시 동남구,성거면,천흥리,산50-1,80.102500000000006,산불취약지
부여국유림관리소,성거산,천안시 동남구,성거면,천흥리,산50-2,63.935899999999997,산불취약지
부여국유림관리소,성거산,천안시 동남구,북면,납안리,산46-1,18.892600000000002,산불취약지
부여국유림관리소,성거산,천안시 동남구,북면,납안리,산46-6,1.4083000000000001,산불취약지
부여국유림관리소,장생이,천안시 동남구,북면,운용리,산81,66.049599999999998,산불취약지
부여국유림관리소,장생이,천안시 동남구,북면,운용리,산84,10.8992,산불취약지
부여국유림관리소,삼성고개,천안시 동남구,북면,양곡리,산55,51.530299999999997,산불취약지
부여국유림관리소,데재고개,천안시 동남구,광덕면,원덕리,산37,18.852900000000002,산불취약지
부여국유림관리소,데재고개,천안시 동남구,광덕면,원덕리,산39,39.104100000000003,산불취약지
부여국유림관리소,용봉산,예산군,삽교읍,신리,산16,60.4101,산불취약지
부여국유림관리소,용봉산,예산군,덕산면,둔리,산2,43.438000000000002,산불취약지
부여국유림관리소,용봉산,예산군,덕산면,시량리,산47,25.5017,산불취약지
부여국유림관리소,관모산,예산군,예산읍,관작리,산10,32.502800000000001,산불취약지
부여국유림관리소,관모산,예산군,예산읍,관작리,산11,101.4483,산불취약지
부여국유림관리소,덕숭산,예산군,덕산면,둔리,산63-1,69.709199999999996,산불취약지
부여국유림관리소,덕숭산,예산군,덕산면,대치리,산88-1,1.4678,산불취약지
부여국유림관리소,덕숭산,예산군,덕산면,대치리,산88-2,42.485999999999997,산불취약지
부여국유림관리소,덕숭산,예산군,덕산면,대치리,산88-3,8.5488,산불취약지
부여국유림관리소,정혜산,청양군,장평면,화산리,산36-2,86.886499999999998,산불취약지
부여국유림관리소,법산,청양군,비봉면,관산리,산18-1,94.4482,산불취약지
부여국유림관리소,문박산,청양군,비봉면,신원리,산100-1,32.607100000000003,산불취약지
부여국유림관리소,문박산,청양군,비봉면,신원리,산96,17.771899999999999,산불취약지
부여국유림관리소,문박산,청양군,비봉면,신원리,산111,10.7186,산불취약지
부여국유림관리소,문박산,청양군,비봉면,신원리,산116,10.788,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-17,7.1207000000000003,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-14,5.6528999999999998,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-13,6.1883999999999997,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-1,60.525599999999997,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-18,2.0628000000000002,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-39,16.2942,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-37,4.8,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-21,28.2744,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-20,1.4479,산불취약지
부여국유림관리소,오서산,청양군,화성면,화암리,산105-19,1.3090999999999999,산불취약지
부여국유림관리소,솔치고개,청양군,정산면,대박리,산18-33,98.255399999999995,산불취약지
부여국유림관리소,솔치고개,청양군,정산면,대박리,산18-35,25.125499999999999,산불취약지
부여국유림관리소,솔치고개,청양군,정산면,대박리,산18-36,38.580100000000002,산불취약지
부여국유림관리소,용봉산,홍성군,홍북면,신경리,산81,45.917299999999997,산불취약지
부여국유림관리소,용봉산,홍성군,홍북면,신경리,산80-1,14.016400000000001,산불취약지
부여국유림관리소,용봉산,홍성군,홍북면,상하리,산1-1,54.932200000000002,산불취약지
부여국유림관리소,용봉산,홍성군,홍북면,상하리,산1-2,46.617199999999997,산불취약지
부여국유림관리소,용봉산,홍성군,홍북면,상하리,산1-4,21.282599999999999,산불취약지
부여국유림관리소,가야산,서산시,해미면,황락리,산29-1,100.2248,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산25-1,112.58750000000001,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산25-9,3.0941999999999998,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산28-1,100.8113,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산28-3,0.53549999999999998,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산28-5,8.6190999999999995,산불취약지
부여국유림관리소,가야산,서산시,해미면,산수리,산29-1,2.1520999999999999,산불취약지
